"","eventID","higherGeography","site","verbatimLocality","locality","year","eventDate","minimumDepthinMeters","maximumDepthinMeters","samplingProtocol","samplingEffort","sampleSizeValue","decimalLongitude","decimalLatitude","geodeticDatum","Country","countryCode"
"1","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video10","BrazilianCoast","abrolhos","chapeirao","chapeirao",2010,2010-03-04,1,7,"photoquadrats",5,0.0625,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"2","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video12","BrazilianCoast","abrolhos","chapeirao","chapeirao",2010,2010-03-04,1,7,"photoquadrats",5,0.0625,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"3","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video13","BrazilianCoast","abrolhos","chapeirao","chapeirao",2010,2010-03-04,1,7,"photoquadrats",5,0.0625,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"4","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video14","BrazilianCoast","abrolhos","chapeirao","chapeirao",2010,2010-03-04,1,7,"photoquadrats",5,0.0625,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"5","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video15","BrazilianCoast","abrolhos","chapeirao","chapeirao",2010,2010-03-04,1,7,"photoquadrats",5,0.0625,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"6","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video17","BrazilianCoast","abrolhos","chapeirao","chapeirao",2010,2010-03-04,1,7,"photoquadrats",5,0.0625,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"7","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video23","BrazilianCoast","abrolhos","chapeirao","chapeirao",2010,2010-03-04,1,7,"photoquadrats",5,0.0625,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"8","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video24","BrazilianCoast","abrolhos","chapeirao","chapeirao",2010,2010-03-04,1,7,"photoquadrats",5,0.0625,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"9","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video25","BrazilianCoast","abrolhos","chapeirao","chapeirao",2010,2010-03-04,1,7,"photoquadrats",5,0.0625,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"10","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video3","BrazilianCoast","abrolhos","chapeirao","chapeirao",2010,2010-03-04,1,7,"photoquadrats",5,0.0625,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"11","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video5","BrazilianCoast","abrolhos","chapeirao","chapeirao",2010,2010-03-04,1,7,"photoquadrats",5,0.0625,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"12","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video6","BrazilianCoast","abrolhos","chapeirao","chapeirao",2010,2010-03-04,1,7,"photoquadrats",5,0.0625,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"13","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video7","BrazilianCoast","abrolhos","chapeirao","chapeirao",2010,2010-03-04,1,7,"photoquadrats",5,0.0625,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"14","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video8","BrazilianCoast","abrolhos","chapeirao","chapeirao",2010,2010-03-04,1,7,"photoquadrats",5,0.0625,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"15","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_chapeirao_2010_Video9","BrazilianCoast","abrolhos","chapeirao","chapeirao",2010,2010-03-04,1,7,"photoquadrats",5,0.0625,-38.6625,-17.96277778,"decimal degrees","Brazil","BR"
"16","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_portinho_norte_2010_Video1","BrazilianCoast","abrolhos","portinho_norte","portinho_norte",2010,2010-03-05,1,7,"photoquadrats",5,0.0625,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"17","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_portinho_norte_2010_Video10","BrazilianCoast","abrolhos","portinho_norte","portinho_norte",2010,2010-03-05,1,7,"photoquadrats",5,0.0625,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"18","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_portinho_norte_2010_Video11","BrazilianCoast","abrolhos","portinho_norte","portinho_norte",2010,2010-03-05,1,7,"photoquadrats",5,0.0625,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"19","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_portinho_norte_2010_Video12","BrazilianCoast","abrolhos","portinho_norte","portinho_norte",2010,2010-03-05,1,7,"photoquadrats",5,0.0625,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"20","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_portinho_norte_2010_Video13","BrazilianCoast","abrolhos","portinho_norte","portinho_norte",2010,2010-03-05,1,7,"photoquadrats",5,0.0625,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"21","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_portinho_norte_2010_Video14","BrazilianCoast","abrolhos","portinho_norte","portinho_norte",2010,2010-03-05,1,7,"photoquadrats",5,0.0625,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"22","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_portinho_norte_2010_Video15","BrazilianCoast","abrolhos","portinho_norte","portinho_norte",2010,2010-03-05,1,7,"photoquadrats",5,0.0625,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"23","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_portinho_norte_2010_Video2","BrazilianCoast","abrolhos","portinho_norte","portinho_norte",2010,2010-03-05,1,7,"photoquadrats",5,0.0625,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"24","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_portinho_norte_2010_Video24","BrazilianCoast","abrolhos","portinho_norte","portinho_norte",2010,2010-03-05,1,7,"photoquadrats",5,0.0625,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"25","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_portinho_norte_2010_Video25","BrazilianCoast","abrolhos","portinho_norte","portinho_norte",2010,2010-03-05,1,7,"photoquadrats",5,0.0625,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"26","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_portinho_norte_2010_Video4","BrazilianCoast","abrolhos","portinho_norte","portinho_norte",2010,2010-03-05,1,7,"photoquadrats",5,0.0625,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"27","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_portinho_norte_2010_Video5","BrazilianCoast","abrolhos","portinho_norte","portinho_norte",2010,2010-03-05,1,7,"photoquadrats",5,0.0625,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"28","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_portinho_norte_2010_Video6","BrazilianCoast","abrolhos","portinho_norte","portinho_norte",2010,2010-03-05,1,7,"photoquadrats",5,0.0625,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"29","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_portinho_norte_2010_Video8","BrazilianCoast","abrolhos","portinho_norte","portinho_norte",2010,2010-03-05,1,7,"photoquadrats",5,0.0625,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"30","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_portinho_norte_2010_Video9","BrazilianCoast","abrolhos","portinho_norte","portinho_norte",2010,2010-03-05,1,7,"photoquadrats",5,0.0625,-38.69777778,-17.96138889,"decimal degrees","Brazil","BR"
"31","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_siriba_2011_Video1","BrazilianCoast","abrolhos","siriba","siriba",2011,2011-03-02,1,7,"photoquadrats",5,0.0625,-38.71583333,-17.97055556,"decimal degrees","Brazil","BR"
"32","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_siriba_2011_Video10","BrazilianCoast","abrolhos","siriba","siriba",2011,2011-03-02,1,7,"photoquadrats",5,0.0625,-38.71583333,-17.97055556,"decimal degrees","Brazil","BR"
"33","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_siriba_2011_Video11","BrazilianCoast","abrolhos","siriba","siriba",2011,2011-03-02,1,7,"photoquadrats",5,0.0625,-38.71583333,-17.97055556,"decimal degrees","Brazil","BR"
"34","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_siriba_2011_Video12","BrazilianCoast","abrolhos","siriba","siriba",2011,2011-03-02,1,7,"photoquadrats",5,0.0625,-38.71583333,-17.97055556,"decimal degrees","Brazil","BR"
"35","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_siriba_2011_Video13","BrazilianCoast","abrolhos","siriba","siriba",2011,2011-03-02,1,7,"photoquadrats",5,0.0625,-38.71583333,-17.97055556,"decimal degrees","Brazil","BR"
"36","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_siriba_2011_Video14","BrazilianCoast","abrolhos","siriba","siriba",2011,2011-03-02,1,7,"photoquadrats",5,0.0625,-38.71583333,-17.97055556,"decimal degrees","Brazil","BR"
"37","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_siriba_2011_Video15","BrazilianCoast","abrolhos","siriba","siriba",2011,2011-03-02,1,7,"photoquadrats",5,0.0625,-38.71583333,-17.97055556,"decimal degrees","Brazil","BR"
"38","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_siriba_2011_Video17","BrazilianCoast","abrolhos","siriba","siriba",2011,2011-03-02,1,7,"photoquadrats",5,0.0625,-38.71583333,-17.97055556,"decimal degrees","Brazil","BR"
"39","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_siriba_2011_Video2","BrazilianCoast","abrolhos","siriba","siriba",2011,2011-03-02,1,7,"photoquadrats",5,0.0625,-38.71583333,-17.97055556,"decimal degrees","Brazil","BR"
"40","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_siriba_2011_Video3","BrazilianCoast","abrolhos","siriba","siriba",2011,2011-03-02,1,7,"photoquadrats",5,0.0625,-38.71583333,-17.97055556,"decimal degrees","Brazil","BR"
"41","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_siriba_2011_Video4","BrazilianCoast","abrolhos","siriba","siriba",2011,2011-03-02,1,7,"photoquadrats",5,0.0625,-38.71583333,-17.97055556,"decimal degrees","Brazil","BR"
"42","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_siriba_2011_Video5","BrazilianCoast","abrolhos","siriba","siriba",2011,2011-03-02,1,7,"photoquadrats",5,0.0625,-38.71583333,-17.97055556,"decimal degrees","Brazil","BR"
"43","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_siriba_2011_Video6","BrazilianCoast","abrolhos","siriba","siriba",2011,2011-03-02,1,7,"photoquadrats",5,0.0625,-38.71583333,-17.97055556,"decimal degrees","Brazil","BR"
"44","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_siriba_2011_Video8","BrazilianCoast","abrolhos","siriba","siriba",2011,2011-03-02,1,7,"photoquadrats",5,0.0625,-38.71583333,-17.97055556,"decimal degrees","Brazil","BR"
"45","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:abrolhos_siriba_2011_Video9","BrazilianCoast","abrolhos","siriba","siriba",2011,2011-03-02,1,7,"photoquadrats",5,0.0625,-38.71583333,-17.97055556,"decimal degrees","Brazil","BR"
"46","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:alcatrazes_portinho_sudoeste_2010_Video1","BrazilianCoast","alcatrazes","portinho_sudoeste","portinho_sudoeste",2010,2010-03-05,3.8,10.2,"photoquadrats",5,0.0625,-45.702491,-24.105182,"decimal degrees","Brazil","BR"
"47","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:alcatrazes_portinho_sudoeste_2010_Video2","BrazilianCoast","alcatrazes","portinho_sudoeste","portinho_sudoeste",2010,2010-03-05,3.8,10.2,"photoquadrats",5,0.0625,-45.702491,-24.105182,"decimal degrees","Brazil","BR"
"48","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:alcatrazes_portinho_sudoeste_2010_Video3","BrazilianCoast","alcatrazes","portinho_sudoeste","portinho_sudoeste",2010,2010-03-05,5.2,11.8,"photoquadrats",5,0.0625,-45.702491,-24.105182,"decimal degrees","Brazil","BR"
"49","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:alcatrazes_portinho_sudoeste_2010_Video4","BrazilianCoast","alcatrazes","portinho_sudoeste","portinho_sudoeste",2010,2010-03-05,5.2,11.8,"photoquadrats",5,0.0625,-45.702491,-24.105182,"decimal degrees","Brazil","BR"
"50","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:alcatrazes_portinho_sudoeste_2010_Video5","BrazilianCoast","alcatrazes","portinho_sudoeste","portinho_sudoeste",2010,2010-03-05,1,7,"photoquadrats",5,0.0625,-45.702491,-24.105182,"decimal degrees","Brazil","BR"
"51","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:alcatrazes_portinho_sudoeste_2010_Video6","BrazilianCoast","alcatrazes","portinho_sudoeste","portinho_sudoeste",2010,2010-03-05,1,7,"photoquadrats",5,0.0625,-45.702491,-24.105182,"decimal degrees","Brazil","BR"
"52","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_anequim_2010_","BrazilianCoast","arraial","anequim","anequim",2010,2010-04-17,1,7,"photoquadrats",5,0.0625,-41.984482,-22.980484,"decimal degrees","Brazil","BR"
"53","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_anequim_2010_Video1","BrazilianCoast","arraial","anequim","anequim",2010,2010-04-17,5.66666666666667,12.3333333333333,"photoquadrats",5,0.0625,-41.984482,-22.980484,"decimal degrees","Brazil","BR"
"54","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_anequim_2010_Video2","BrazilianCoast","arraial","anequim","anequim",2010,2010-04-17,3.33333333333333,9.66666666666667,"photoquadrats",5,0.0625,-41.984482,-22.980484,"decimal degrees","Brazil","BR"
"55","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_anequim_2010_Video3","BrazilianCoast","arraial","anequim","anequim",2010,2010-04-17,1,7,"photoquadrats",5,0.0625,-41.984482,-22.980484,"decimal degrees","Brazil","BR"
"56","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_anequim_2010_Video4","BrazilianCoast","arraial","anequim","anequim",2010,2010-04-17,5.2,11.8,"photoquadrats",5,0.0625,-41.984482,-22.980484,"decimal degrees","Brazil","BR"
"57","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_anequim_2010_Video5","BrazilianCoast","arraial","anequim","anequim",2010,2010-04-17,4.5,11,"photoquadrats",5,0.0625,-41.984482,-22.980484,"decimal degrees","Brazil","BR"
"58","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_cardeiros_2010_Video1","BrazilianCoast","arraial","cardeiros","cardeiros",2010,2010-04-16,3.33333333333333,9.66666666666667,"photoquadrats",5,0.0625,-42.00165556,-22.96514167,"decimal degrees","Brazil","BR"
"59","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_cardeiros_2010_Video2","BrazilianCoast","arraial","cardeiros","cardeiros",2010,2010-04-16,3.33333333333333,9.66666666666667,"photoquadrats",5,0.0625,-42.00165556,-22.96514167,"decimal degrees","Brazil","BR"
"60","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_cardeiros_2010_Video3","BrazilianCoast","arraial","cardeiros","cardeiros",2010,2010-04-16,4,10.4285714285714,"photoquadrats",5,0.0625,-42.00165556,-22.96514167,"decimal degrees","Brazil","BR"
"61","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_cardeiros_2010_Video4","BrazilianCoast","arraial","cardeiros","cardeiros",2010,2010-04-16,8,15,"photoquadrats",5,0.0625,-42.00165556,-22.96514167,"decimal degrees","Brazil","BR"
"62","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_cardeiros_2010_Video5","BrazilianCoast","arraial","cardeiros","cardeiros",2010,2010-04-16,8,15,"photoquadrats",5,0.0625,-42.00165556,-22.96514167,"decimal degrees","Brazil","BR"
"63","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_porcos_oeste_2010_Video1","BrazilianCoast","arraial","porcos_oeste","porcos_oeste",2010,2010-04-18,2.75,9,"photoquadrats",5,0.0625,-41.993723,-22.96573,"decimal degrees","Brazil","BR"
"64","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_porcos_oeste_2010_Video2","BrazilianCoast","arraial","porcos_oeste","porcos_oeste",2010,2010-04-18,2.75,9,"photoquadrats",5,0.0625,-41.993723,-22.96573,"decimal degrees","Brazil","BR"
"65","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_porcos_oeste_2010_Video3","BrazilianCoast","arraial","porcos_oeste","porcos_oeste",2010,2010-04-18,1,7,"photoquadrats",5,0.0625,-41.993723,-22.96573,"decimal degrees","Brazil","BR"
"66","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_porcos_oeste_2010_Video4","BrazilianCoast","arraial","porcos_oeste","porcos_oeste",2010,2010-04-19,5.66666666666667,12.3333333333333,"photoquadrats",5,0.0625,-41.993723,-22.96573,"decimal degrees","Brazil","BR"
"67","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:arraial_porcos_oeste_2010_Video5","BrazilianCoast","arraial","porcos_oeste","porcos_oeste",2010,2010-04-19,6.25,13,"photoquadrats",5,0.0625,-41.993723,-22.96573,"decimal degrees","Brazil","BR"
"68","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_farol_da_barra_2012_Video1","BrazilianCoast","btds_santos","farol_da_barra","farol_da_barra",2012,NA,1,7,"photoquadrats",5,0.0625,-38.530833,-13.008333,"decimal degrees","Brazil","BR"
"69","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_farol_da_barra_2012_Video2","BrazilianCoast","btds_santos","farol_da_barra","farol_da_barra",2012,NA,1,7,"photoquadrats",5,0.0625,-38.530833,-13.008333,"decimal degrees","Brazil","BR"
"70","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_farol_da_barra_2012_Video3","BrazilianCoast","btds_santos","farol_da_barra","farol_da_barra",2012,NA,1,7,"photoquadrats",5,0.0625,-38.530833,-13.008333,"decimal degrees","Brazil","BR"
"71","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_farol_da_barra_2012_Video4","BrazilianCoast","btds_santos","farol_da_barra","farol_da_barra",2012,NA,1,7,"photoquadrats",5,0.0625,-38.530833,-13.008333,"decimal degrees","Brazil","BR"
"72","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_farol_da_barra_2012_Video5","BrazilianCoast","btds_santos","farol_da_barra","farol_da_barra",2012,NA,1,7,"photoquadrats",5,0.0625,-38.530833,-13.008333,"decimal degrees","Brazil","BR"
"73","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_farol_da_barra_2012_Video6","BrazilianCoast","btds_santos","farol_da_barra","farol_da_barra",2012,NA,1,7,"photoquadrats",5,0.0625,-38.530833,-13.008333,"decimal degrees","Brazil","BR"
"74","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_farol_da_barra_2012_Video7","BrazilianCoast","btds_santos","farol_da_barra","farol_da_barra",2012,NA,1,7,"photoquadrats",5,0.0625,-38.530833,-13.008333,"decimal degrees","Brazil","BR"
"75","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_frades_2012_Video1","BrazilianCoast","btds_santos","frades","frades",2012,2012-03-03,1,7,"photoquadrats",5,0.0625,-38.626367,-12.80916,"decimal degrees","Brazil","BR"
"76","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_frades_2012_Video2","BrazilianCoast","btds_santos","frades","frades",2012,2012-03-03,1,7,"photoquadrats",5,0.0625,-38.626367,-12.80916,"decimal degrees","Brazil","BR"
"77","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_frades_2012_Video3","BrazilianCoast","btds_santos","frades","frades",2012,2012-03-03,1,7,"photoquadrats",5,0.0625,-38.626367,-12.80916,"decimal degrees","Brazil","BR"
"78","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_frades_2012_Video4","BrazilianCoast","btds_santos","frades","frades",2012,2012-03-03,1,7,"photoquadrats",5,0.0625,-38.626367,-12.80916,"decimal degrees","Brazil","BR"
"79","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_frades_2012_Video5","BrazilianCoast","btds_santos","frades","frades",2012,2012-03-03,1,7,"photoquadrats",5,0.0625,-38.626367,-12.80916,"decimal degrees","Brazil","BR"
"80","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_frades_2012_Video6","BrazilianCoast","btds_santos","frades","frades",2012,2012-03-03,1,7,"photoquadrats",5,0.0625,-38.626367,-12.80916,"decimal degrees","Brazil","BR"
"81","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_pedra_cardinal_2012_Video1","BrazilianCoast","btds_santos","pedra_cardinal","pedra_cardinal",2012,2012-03-01,8,15,"photoquadrats",5,0.0625,-38.5491,-12.83708,"decimal degrees","Brazil","BR"
"82","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_pedra_cardinal_2012_Video2","BrazilianCoast","btds_santos","pedra_cardinal","pedra_cardinal",2012,2012-03-01,8,15,"photoquadrats",5,0.0625,-38.5491,-12.83708,"decimal degrees","Brazil","BR"
"83","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_pedra_cardinal_2012_Video3","BrazilianCoast","btds_santos","pedra_cardinal","pedra_cardinal",2012,2012-03-01,8,15,"photoquadrats",5,0.0625,-38.5491,-12.83708,"decimal degrees","Brazil","BR"
"84","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_pedra_cardinal_2012_Video4","BrazilianCoast","btds_santos","pedra_cardinal","pedra_cardinal",2012,2012-03-01,8,15,"photoquadrats",5,0.0625,-38.5491,-12.83708,"decimal degrees","Brazil","BR"
"85","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_pedra_cardinal_2012_Video5","BrazilianCoast","btds_santos","pedra_cardinal","pedra_cardinal",2012,2012-03-01,8,15,"photoquadrats",5,0.0625,-38.5491,-12.83708,"decimal degrees","Brazil","BR"
"86","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_pedra_cardinal_2012_Video6","BrazilianCoast","btds_santos","pedra_cardinal","pedra_cardinal",2012,2012-03-01,8,15,"photoquadrats",5,0.0625,-38.5491,-12.83708,"decimal degrees","Brazil","BR"
"87","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_poste_quatro_2012_Video1","BrazilianCoast","btds_santos","poste_quatro","poste_quatro",2012,2012-02-03,8,15,"photoquadrats",5,0.0625,-38.571664,-12.814719,"decimal degrees","Brazil","BR"
"88","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_poste_quatro_2012_Video2","BrazilianCoast","btds_santos","poste_quatro","poste_quatro",2012,2012-02-03,8,15,"photoquadrats",5,0.0625,-38.571664,-12.814719,"decimal degrees","Brazil","BR"
"89","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_poste_quatro_2012_Video3","BrazilianCoast","btds_santos","poste_quatro","poste_quatro",2012,2012-02-03,8,15,"photoquadrats",5,0.0625,-38.571664,-12.814719,"decimal degrees","Brazil","BR"
"90","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_poste_quatro_2012_Video4","BrazilianCoast","btds_santos","poste_quatro","poste_quatro",2012,2012-02-03,8,15,"photoquadrats",5,0.0625,-38.571664,-12.814719,"decimal degrees","Brazil","BR"
"91","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_poste_quatro_2012_Video5","BrazilianCoast","btds_santos","poste_quatro","poste_quatro",2012,2012-02-03,8,15,"photoquadrats",5,0.0625,-38.571664,-12.814719,"decimal degrees","Brazil","BR"
"92","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:btds_santos_poste_quatro_2012_Video6","BrazilianCoast","btds_santos","poste_quatro","poste_quatro",2012,2012-02-03,8,15,"photoquadrats",5,0.0625,-38.571664,-12.814719,"decimal degrees","Brazil","BR"
"93","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:costa_corais_barra_da_gale_2012_Video1","BrazilianCoast","costa_corais","barra_da_gale","barra_da_gale",2012,2012-03-13,1,7,"photoquadrats",5,0.0625,-35.192744,-9.032689,"decimal degrees","Brazil","BR"
"94","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:costa_corais_barra_da_gale_2012_Video2","BrazilianCoast","costa_corais","barra_da_gale","barra_da_gale",2012,2012-03-13,1,7,"photoquadrats",5,0.0625,-35.192744,-9.032689,"decimal degrees","Brazil","BR"
"95","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:costa_corais_barra_da_gale_2012_Video3","BrazilianCoast","costa_corais","barra_da_gale","barra_da_gale",2012,2012-03-13,1,7,"photoquadrats",5,0.0625,-35.192744,-9.032689,"decimal degrees","Brazil","BR"
"96","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:costa_corais_barra_da_gale_2012_Video4","BrazilianCoast","costa_corais","barra_da_gale","barra_da_gale",2012,2012-03-13,1,7,"photoquadrats",5,0.0625,-35.192744,-9.032689,"decimal degrees","Brazil","BR"
"97","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:costa_corais_barra_da_gale_2012_Video5","BrazilianCoast","costa_corais","barra_da_gale","barra_da_gale",2012,2012-03-13,1,7,"photoquadrats",5,0.0625,-35.192744,-9.032689,"decimal degrees","Brazil","BR"
"98","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:costa_corais_barra_da_gale_2012_Video6","BrazilianCoast","costa_corais","barra_da_gale","barra_da_gale",2012,2012-03-13,1,7,"photoquadrats",5,0.0625,-35.192744,-9.032689,"decimal degrees","Brazil","BR"
"99","BR:ReefSYN:SISBIOTA-MAR:BrazilianCoast:costa_corais_barra_da_gale_2012_Video7","BrazilianCoast","costa_corais","barra_da_gale","barra_da_gale",2012,2012-03-13,1,7,"photoquadrats",5,0.0625,-35.192744,-9.032689,"decimal degrees","Brazil","BR"
